Code,Name,Instructor,Slot,Credits,Text Reference,Description,Mean,Median,Mode,Std. Dev.,AA,AB,AP,AU,BB,BC,CC,CD,DD,FF,FR,PP,NP,DX,W,II
ENT609-M,Marketing & Finance for Entrepreneurs,"Umakant Jayaram, Devdip Purkayastha",12,6.0,"Lean Startup`, Eric Ries, `Principles of Marketing`, Philip Kotler & others, Financial & Managerial Accounting, Paul Kimmel & others, `The Art of Startup Fund Raising` Alejandro Cremades. Course pre-reading, videos and assignments will be provided","The ENT609 course is designed for aspiring Technology Entrepreneurs who are keen to convert their ideas & innovations into successful, sustainable and profitable startups. The curriculum provides a structured & holistics overview of various Customer Engagement, Marketing & Finance skills that are required for the Entrepreneurial Journey from `Idea-to-IPO`. Students will be required to work in teams on real-world customer & market discovery, customer value proposition & solution design, go-to-market plans, financial plans & investor pitch. Teams will be required to develop and present detailed startup business plans and investor pitch decks.(1) Understanding why Startups Succeed or Fail (b) Self Discovery & Entrepreneurial Readiness Assessment (3) Startup Team Formation (4) Customer Problem Identification & Market Assessment (5)Customer Value Proposition & Solution Design (6) Customer Pricing (7)Branding & Advertisement (8)Supply Chain & Sales Channels (9) Customer Service & Advocacy (10) Sales Team and Tools (11) Accounting Concepts & Definition (12) Basics of Finance (13) Startup Financing (14) Startup Company Structure (15) Environment, Sustainability & Corporate Governance (ESG) (16) Investor Pitching",8.833333333333334,9.0,9.0,0.5773502691896257,1,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0
AE 103,A historical perspective of Aerospace Engineering,Chandra S. Yerramalli,11,6.0,"(1) The Ascent of Science, by Brian L. Silver,302240 Oxford University Press(2) The Ascent of Man, by Jacob Bronowski, BBC Books (BBC videos - 13 episdoes - are available at:https://www.amazon.com/Ascent-Man-Complete-BBC-Region/dp/B000772842)(3) This is Biology, by Ernst Mayr, Harvard University PressFor topics and resource materials pertaining to the history technolog(ies) in particular, Prof Pankaj Sekhsaria of CTARA may be contacted.1. The Wright Brothers A biography by F.C. Kelly, Publisher-Geoge G. Harrap & Co (Jan 1, 1994)2. Tejas Story : The light combat aircraft project by Air Marshal Phillip Rajkumar (Retd.) Publisher- Manohar Publishers and Distributors (Jan 1, 2007)3. The Grand Designers: The Evolution of the Airplane in the 20th Century (Cambridge Centennial of Flight) Hardcover 302226 J A Anderson, Jr. Publisher- Cambridge University Press (March 22, 2018)","PART-I : Based on inputs from CLE (LASE program) Recommended Topics: -------------------- * The scientific revolution of the 17th century -- mechanics of the craftsmen and mathematics of the scholars are fused to explain the Universe.  * The 18th century enlightenment movement and growing dominance of the scientific worldview.  * The 19th century steam engine and electric generator, and the industrial revolution. Evolutionary perspectives in geology, biology and society. The professionalization of Science and development of its secular and elite character. * The 20th century - the birth of new physics and chemistry of the atomic and subatomic world, and related technologies. The birth of computing machines, aerodynamic and space technologies. The growing knowledge of cellular and molecular biology, and human diseases. * The 21st century - the global concerns for public health and pandemics, ecological devastation and agricultural crisis, social and economic inequality, remain and continue to grow.  PART-II : 1. History of Aerospace Engineering a. Aeronautics and Aerospace – Aircrafts and Rockets b. Basic structure/geometry/terminology of aircrafts and rockets c. Basic science of flight – Number of disciplines involved in aerospace technology d. Stories of flight – Across the world e. Evolution in flying – balloons and gliders f. Flight of heavier than air object – First flight, First rockets 2. Major milestones (discoveries and inventions) and its impact on society and industrial revolution, including negative impacts on the society. a. Global milestones – First balloon flight, powered flight, V2 rockets, Supersonic flight, civilian supersonic, Shuttle flights, SPACEX etc. b. Indian milestones – First Indigenous aircraft design- HF24, LCA, ALH, SLV, PSLV, GSLV etc. 3. Evolution of ethics and practices in the discipline – Nuclear and Chemical Weapons control, Export control laws etc. 4. Important persons, their biographies, struggle, and success. a. Indian and global 5. Voices from the field (invited talks from practitioners and professionals) – Have couple of talks every semester 6. Recent and cutting edge research in the discipline 7. Prospective directions of evolution of the discipline in the near future.",8.098765432098766,8.0,9.0,1.4883290821555974,6,33,0,0,26,9,0,0,7,0,0,0,0,0,0,0
AE 152,Introduction to Aerospace Engg.,A.M.Pradeep,5,6.0,"Ojha S.K., Flight Performance of Aircraft, AIAA Series, 1995.Anderson, J.D., Introduction to Flight, McGraw Hill, 1989. Hale, J.F., Introduction to Aircraft Performance, Selection and Design, John Wiley, 1984.","Nomenclature of aircraft components. Standard atmosphere. Basic Aerodynamics : Streamlines, steady fluid motion, incompressible flow, Bernoulli""s equation,Mach number, Pressure and airspeed measurement, Boundary Layer,Reynolds number, Laminar and Turbulent flow. Airfoils and wings: pressure coefficient and lift calculation, Critical Mach number, Wave drag, Finite wings, Induced drag, Swept wings. Aircraft performance: steady level flight, Altitude effects, Absolute ceiling, steady climbing flight, Energy methods, Range and Endurance, Sustained level turn, pull-up, V-n diagram, Take off and landing. Reentry vehicles: Ballistic and Glide Reentry, Blunt body concept.",5.6,6.5,8.0,3.1340424729448424,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0
AE 153-M,Introduction to Aerospace Engg.,A.M.Pradeep,5,6.0,"1. Anderson, J. D., The Aeroplane, a History of its Technology, AIAA Education Series,20022. Anderson, J. D., Introduction to Flight, McGraw-Hill Professional, 20053. Howe, D., Aircraft Loading and Structural Layout, AIAA Education Series, 20044. Ojha S.K., Flight Performance of Aircraft, AIAA Education Series, 19955. Horonjeff, R and McKelvey, F., Planning and Design of Airports, McGraw-Hill Professional,1994","Historical Developments in Aviation, Aviation milestones, Components of an aircraft, Types of aerial vehicles. Basic Aerodynamics: Fluid dynamic equations & their basis, Ideal fluid, viscous flows, Flow past a body, Flow Separation, Generation of Lift, Drag & Moment, Non-dimensional coefficients, Airfoils & Wings, Aerofoil families, Supersonic flight, Wave Drag, Aircraft Drag Polar, Properties of atmosphere: ISA, IRA, Pressure altitude, Altimeter; Aircraft speeds TAS, EAS, CAS, IAS Types of Powerplant for aerospace vehicles, Thrust/Power and fuel flow variation with altitude & velocity. Role & Layout of structural members in an aircraft. Aircraft Performance: Steady level flight, Altitude effects, Absolute ceiling, steady climbing flight, Energy methods, Range and Endurance, Sustained level turn, pull-up,Take off and landing. Aircraft Operations: Introduction to Airports, Avionics Equipment, Precision aids, Separation minima, Air Route structure, Navigation and Guidance. Introduction to Space flight: Types of trajectories, Types of missiles, Launch vehicles, Satellites.",7.5,8.0,8.0,1.3954814298487213,2,2,0,0,7,3,5,1,0,0,0,0,0,0,0,0
AE 219,Supervised Learning,,,6.0,None,None,9.066666666666666,9.0,10.0,1.0327955589886444,6,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0
AE 223,Thermodynamics and Propulsion,Sudarshan Kumar,3,6.0,"1. Sonntag, R. E., Borgnakke ,C. and Van Wylen ,G. J., Fundamentals of Thermodynamics, 6thed., Wiley, 20022. Cengel, Y., and Boles, M., Thermodynamics: anEngineering Approach, 7th Ed., McGraw Hill,20103. Nag, P. K., Engineering Thermodynamics, 4thed., Tata McGraw Hill, 20084. Rogers and Mayhew, EngineeringThermodynamics: Work and Heat Transfer, 4thEd, Longman Scientific, 1992.5. Cengel, Y., and Ghajar, Heat transfer: Apractical approach, 4 Edition, McGraw Hill,2nd Ed., 20026. Hill, P., and Peterson, C., Mechanics andThermodynamics of Propulsion, PearsonEducation, 20097. Farokhi, Saeed, Aircraft Propulsion, Wiley-Blackwell 2nd Ed., 2014.","Basic concepts: System boundary, surroundings, state, extensive and intensive properties, energy interactions, work and heat transfers, equilibrium, quasi-static and reversible processes, non- equilibrium and irreversible processes. Thermodynamic laws: Zeroth law and temperature, first law and internal energy, first law applied to flow processes, second law, entropy and absolute temperature, third law and absolute entropy, thermodynamics of simple compressible systems, energy and energy. Applications: Closed and open systems, polytropic processes, cyclic processes, Carnot cycle; Cycle analysis: Otto cycle, Diesel cycle, Joule-Brayton cycle; ideal and real cycles. Basic principles of heat transfer: conduction, convection and radiation. Introduction to aero-engine cycles: ramjets, turbojets, turbofans and turboprops/turboshafts, ideal and real cycles, and component performance.",7.216216216216216,8.0,9.0,2.342404047070751,7,16,1,0,15,15,9,3,4,0,3,0,0,0,0,1
AE 223-M,Thermodynamics and Propulsion,Sudarshan Kumar,3,6.0,"1. Sonntag, R. E., Borgnakke ,C. and Van Wylen ,G. J., Fundamentals of Thermodynamics, 6thed., Wiley, 20022. Cengel, Y., and Boles, M., Thermodynamics: anEngineering Approach, 7th Ed., McGraw Hill,20103. Nag, P. K., Engineering Thermodynamics, 4thed., Tata McGraw Hill, 20084. Rogers and Mayhew, EngineeringThermodynamics: Work and Heat Transfer, 4thEd, Longman Scientific, 1992.5. Cengel, Y., and Ghajar, Heat transfer: Apractical approach, 4 Edition, McGraw Hill,2nd Ed., 20026. Hill, P., and Peterson, C., Mechanics andThermodynamics of Propulsion, PearsonEducation, 20097. Farokhi, Saeed, Aircraft Propulsion, Wiley-Blackwell 2nd Ed., 2014.","Basic concepts: System boundary, surroundings, state, extensive and intensive properties, energy interactions, work and heat transfers, equilibrium, quasi-static and reversible processes, non- equilibrium and irreversible processes. Thermodynamic laws: Zeroth law and temperature, first law and internal energy, first law applied to flow processes, second law, entropy and absolute temperature, third law and absolute entropy, thermodynamics of simple compressible systems, energy and energy. Applications: Closed and open systems, polytropic processes, cyclic processes, Carnot cycle; Cycle analysis: Otto cycle, Diesel cycle, Joule-Brayton cycle; ideal and real cycles. Basic principles of heat transfer: conduction, convection and radiation. Introduction to aero-engine cycles: ramjets, turbojets, turbofans and turboprops/turboshafts, ideal and real cycles, and component performance.",5.0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AE 227,Solid Mechanics,Krishnendu Haldar,4,6.0,"1. Gere, J. M., ``Mechanics of Materials``, Thomson, 6th ed. 2007.2. Crandall, S.H., Dahl, N.C. and Lardner, T.J. ``An Introduction to the Mechanics of Materials``, McGraw-Hill, International Edition, 1978.3. Timoshenko, S.P. and Goodier, J.N. ``Theory of Elasticity``, McGraw-Hill, International Edition, 1970.","Introduction: Engg. statics vs solid mechanics, solid as a continuum, statement of a general solid mechanics problem. Elements of 2-D & 3-D Elasticity: components of stress & strain fields, stress/strain transformation, principal stresses, plane stress/strain, Mohr??s circle, equilibrium equations, strain displacement relations, compatibility conditions, natural & kinematic boundary conditions, stress-strain relations, generalized Hooke??s Law - isotropy, orthotropy, anisotropy. Displacement and force methods of analysis. Concepts of linear and nonlinear problems. Illustration of linear elasticity solutions - problems in 2-D (rectangular and polar co-ordinates), stress function approach. St. Venant??s principle. Material behaviour: introduction to metallic and non-metallic materials of aerospace interest, awareness/overview of structure of materials. Ductile, brittle, elasto-plastic and viscoelastic material behaviour - Elastic and strength properties. Composite materials. Materials selection. Failure of engineering materials, failure theories, concepts of fatigue, fracture and creep. 1-D structural analysis: slender structural elements, assumptions simplifying the general (3-d) stress, strain and deformation fields for uncoupled axial deformation, uncoupled bending, and uncoupled twisting of slender 1-D elements and development of corresponding elementary theories (Elementary Beam Theory, Elementary Torsion theory), idealization of general loads into axial forces, bending moments, shear forces and torque distributions, deflection and stress analysis of rods, beams and circular shafts. Introduction to energy methods ?? strain energy, virtual work, minimum potential energy and its application. Measurement of strain and displacement. Measurement of elastic and strength properties. ASTM standards.",5.487804878048781,6.0,0.0,3.439939356481769,6,14,0,0,8,11,8,11,5,0,19,0,0,0,0,0
AE 227-M,Solid Mechanics,Krishnendu Haldar,4,6.0,"1. Gere, J. M., ``Mechanics of Materials``, Thomson, 6th ed. 2007.2. Crandall, S.H., Dahl, N.C. and Lardner, T.J. ``An Introduction to the Mechanics of Materials``, McGraw-Hill, International Edition, 1978.3. Timoshenko, S.P. and Goodier, J.N. ``Theory of Elasticity``, McGraw-Hill, International Edition, 1970.","Introduction: Engg. statics vs solid mechanics, solid as a continuum, statement of a general solid mechanics problem. Elements of 2-D & 3-D Elasticity: components of stress & strain fields, stress/strain transformation, principal stresses, plane stress/strain, Mohr??s circle, equilibrium equations, strain displacement relations, compatibility conditions, natural & kinematic boundary conditions, stress-strain relations, generalized Hooke??s Law - isotropy, orthotropy, anisotropy. Displacement and force methods of analysis. Concepts of linear and nonlinear problems. Illustration of linear elasticity solutions - problems in 2-D (rectangular and polar co-ordinates), stress function approach. St. Venant??s principle. Material behaviour: introduction to metallic and non-metallic materials of aerospace interest, awareness/overview of structure of materials. Ductile, brittle, elasto-plastic and viscoelastic material behaviour - Elastic and strength properties. Composite materials. Materials selection. Failure of engineering materials, failure theories, concepts of fatigue, fracture and creep. 1-D structural analysis: slender structural elements, assumptions simplifying the general (3-d) stress, strain and deformation fields for uncoupled axial deformation, uncoupled bending, and uncoupled twisting of slender 1-D elements and development of corresponding elementary theories (Elementary Beam Theory, Elementary Torsion theory), idealization of general loads into axial forces, bending moments, shear forces and torque distributions, deflection and stress analysis of rods, beams and circular shafts. Introduction to energy methods ?? strain energy, virtual work, minimum potential energy and its application. Measurement of strain and displacement. Measurement of elastic and strength properties. ASTM standards.",0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AE 229,Introduction to Aerodynamics and Propulsion Laboratory,"Dhwanil Shukla, P. Ramachandran, Sudarshan Kumar",L,3.0,1. Lab manuals in Aerospace engineering department,"Force (drag) measurement using load balance, flow visualization in water tunnel, Rubin’s tube for combustion visualization, Pitot static probe and manometer for velocity measurement",7.342465753424658,8.0,8.0,1.9091823299385975,7,8,0,0,28,12,8,6,2,0,2,0,0,0,0,0
AE 231,Introduction to Aerospace Structures and Control Laboratory,"Krishnendu Haldar, Arnab Maity, Arya Hemendra",L,3.0,"John D. Anderson, Introduction to flight, 6th edition, McGraw-Hill Education / AsiaErnest Doebelin302240 and 302240Dhanesh Manik, Doebelin`s Measurement Systems, , 6th edition, McGraw-Hill EducationLaboratory Manual, Aircraft Structures Lab., Dept. of Aerospace Engineering, IIT Bombay, 2023.","Four experiments are planned for the common lab for UG students. The focus of these experiments is to demonstrate typical tests used to determine material characterization and structural response, strain measurement, and exposure to aircraft’s behavior. These experiments are as follows: Testing of aerospace materials under axial loading, Demonstrate ductile and brittle behavior of materials and the determination of material elastic properties and strength Testing of aerospace structures under flexural loading, Bending tests to determine structural deflection and material Young’s modulus Application of Wheatstone bridge for strain measurement, Derivation of strain and resistance variations, application of strain gauge measurement Introduction to flight simulation, trimming of aircraft for various operating points",8.534246575342467,9.0,9.0,1.131397756229262,9,37,0,0,19,3,3,1,1,0,0,0,0,0,0,0
AE 234,Aircraft Propulsion,Hrishikesh Gadgil,8,6.0,"1. Saravanamuttoo, H.I.H, Rogers, G. F. C., Cohen, H., Gas Turbine Theory, ISBN 978-0138475, 5th Ed, Prentice Hall, 20. Hill, P., and Peterson, C., Mechanics and Thermodynamics of Propulsion, ISBN 978-0132465489, Pearson Education, 2009.3. Mattingly, J. D., Elements of Gas Turbine Propulsion, Tata McGraw Hill Edition, 20054. El-Sayed, A., Aircraft Propulsion and Gas Turbine Engines, ISBN 978-0849391965, 1st Ed., CRC Press, 20085. Roy, B., Aircraft Propulsion: Science of Making Thrust to Fly, 1st Ed., Elsevier India, 2011","Introduction to various aircraft propulsive devices: Piston-prop, Turbo-prop, Turbojet, Turbofan, Turboshaft, Vectored- thrust, Lift engines. Gas Turbine Cycles and cycle based performance analysis; 1-D and 2-D analysis of flow through gas turbine components - Intake, Compressors, Turbines, Combustion Chamber, Afterburner, and Nozzle. Compressor and Turbine blade shapes; cascade theory; radial equilibrium theory; matching of compressor and Turbine. Turbine cooling. Single spool and Multi- spool engines. Powerplant performance with varying speed and altitude. Other propulsion systems: ramjets, scramjets and pulsejets.",1.3333333333333333,0.0,0.0,2.309401076758503,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
AE 236,Compressible Fluid Mechanics,Vineeth Nair,3,6.0,"1. Anderson, J. D., Modern Compressible Flow: withHistorical Perspective, 3rd Ed., McGraw Hill, 2003.2. Yahya, S.M., Fundamentals of Compressible Flow, 3rd Ed., New Age International, New Delhi, 2003","Review of Fundamentals. Concept of Waves in fluid, Mach waves, Compression waves, Expansion waves. Isentropic flow, Adiabatic flow, Shock waves. Stationary and Moving Normal Shocks. Oblique Shocks, Bow Shocks in 2D. Conical Shocks, Bow Shocks in 3D. Shock interactions, Shock reflection from boundaries, Shockwave Boundary Layer interaction. Prandtl-Meyer expansion fans. Shock Expansion Methods. Mach Number and Area rule, Flow through a Nozzle: Convergent Nozzle, Convergent Divergent Nozzle, Under-expanded and Over-expanded Nozzle flows. Duct flow with friction and heat addition. Shock Tubes. Supersonic and Transonic Wind tunnels. Potential flow equations. High temperature aspects of gas dynamics. Introduction to hypersonic flows",3.9375,5.0,5.0,2.5157835094989127,0,0,0,0,0,2,2,5,3,0,4,0,0,0,0,0
AE 308-M,Control Theory,"Arnab Maity, Shashi Ranjan Kumar",14,6.0,"1. Ogata, K., 302221Modern Control Engineering302222, 5th Ed., Prentice Hall India, EasternEconomy Edition, 2010.2. Kuo, B. C. and Golnaraghi, F., 302221Automatic Control Systems302222, 8th Ed., JohnWiley & Sons, 2003.3. D`Azzo, J. J. and Houpis, C. H., 302221Linear Control Systems Analysis and Design- Conventional and Modern302222, 4th Ed., McGraw-Hill, 1995.4. Nise, N.S., 302221Control Systems Engineering302222, 3rd Ed., John Wiley & Sons, 20. Franklin, G.F., David Powell, J. &Emami-Naeini, A., 302221Feedback Control ofDynamic Systems302222, 5th Ed., Pearson Prentice Hall, LPE, 2006.6. Gopal, M., 302221Control Systems 302226 Principles and Design302222, 3rd Ed., Tata McGraw-Hill, 2008.","Introduction: Control situations & control objectives, broad control tasks, open-loop and closed-loop control concept, various types of control structures, unity negative feedback control systems, basic control actions. Two-position Control Systems: On-off control concept and action of an ideal relay, 1st and 2nd order system on-off control, effect of hysteresis on the closed-loop control performance, relay modelling. System response: Response of higher order systems to standard and generic inputs in Laplace and time domains, concept of partial fractions. System Stability: Concept of system stability and connection with its response, asymptotic and bounded-input bounded-output stability, role of characteristic roots in stability, Routh’s criterion for absolute and relative stability analysis, including unknown parameter based stability. Proportional Control Systems: Proportional control action modelling, stability and response of proportional control systems, concept of root locus and its application to proportional control system analysis. Frequency Response: Concept of frequency domain and frequency response, response representation using bode, Nyquist and Nichol’s plots, closed-loop system analysis using frequency response attributes, Nyquist stability analysis. Closed-loop Response Attributes: Transient and steady-state response concept, tracking control task and closed-loop error constants, integral control option for tracking, transient response and role of derivative action. Closed-loop Response Control Elements: PI controllers and lag compensators for tracking control tasks, PD controllers and lead compensators for transient response control tasks, PID controllers and lag-lead compensators for complex control tasks. Design of Closed-loop Control Systems: Closed-loop performance specifications, gain and phase margins as design specifications, use of root locus, Bode plots, Nyquist plots and Nichol’s plots in closed-loop control design, design rules, methodologies and guidelines for different types of control tasks.",5.4,5.5,5.0,2.909150717088553,1,2,0,0,2,2,3,4,3,0,3,0,0,0,0,0
AE 308-S1,Control Theory,"Arnab Maity, Shashi Ranjan Kumar",14,6.0,"1. Ogata, K., 302221Modern Control Engineering302222, 5th Ed., Prentice Hall India, EasternEconomy Edition, 2010.2. Kuo, B. C. and Golnaraghi, F., 302221Automatic Control Systems302222, 8th Ed., JohnWiley & Sons, 2003.3. D`Azzo, J. J. and Houpis, C. H., 302221Linear Control Systems Analysis and Design- Conventional and Modern302222, 4th Ed., McGraw-Hill, 1995.4. Nise, N.S., 302221Control Systems Engineering302222, 3rd Ed., John Wiley & Sons, 20. Franklin, G.F., David Powell, J. &Emami-Naeini, A., 302221Feedback Control ofDynamic Systems302222, 5th Ed., Pearson Prentice Hall, LPE, 2006.6. Gopal, M., 302221Control Systems 302226 Principles and Design302222, 3rd Ed., Tata McGraw-Hill, 2008.","Introduction: Control situations & control objectives, broad control tasks, open-loop and closed-loop control concept, various types of control structures, unity negative feedback control systems, basic control actions. Two-position Control Systems: On-off control concept and action of an ideal relay, 1st and 2nd order system on-off control, effect of hysteresis on the closed-loop control performance, relay modelling. System response: Response of higher order systems to standard and generic inputs in Laplace and time domains, concept of partial fractions. System Stability: Concept of system stability and connection with its response, asymptotic and bounded-input bounded-output stability, role of characteristic roots in stability, Routh’s criterion for absolute and relative stability analysis, including unknown parameter based stability. Proportional Control Systems: Proportional control action modelling, stability and response of proportional control systems, concept of root locus and its application to proportional control system analysis. Frequency Response: Concept of frequency domain and frequency response, response representation using bode, Nyquist and Nichol’s plots, closed-loop system analysis using frequency response attributes, Nyquist stability analysis. Closed-loop Response Attributes: Transient and steady-state response concept, tracking control task and closed-loop error constants, integral control option for tracking, transient response and role of derivative action. Closed-loop Response Control Elements: PI controllers and lag compensators for tracking control tasks, PD controllers and lead compensators for transient response control tasks, PID controllers and lag-lead compensators for complex control tasks. Design of Closed-loop Control Systems: Closed-loop performance specifications, gain and phase margins as design specifications, use of root locus, Bode plots, Nyquist plots and Nichol’s plots in closed-loop control design, design rules, methodologies and guidelines for different types of control tasks.",6.294117647058823,7.0,9.0,3.104618408465825,10,13,1,0,11,13,11,7,7,0,12,0,0,0,0,0
AE 308-S2,Control Theory,"Arnab Maity, Shashi Ranjan Kumar",14,6.0,"1. Ogata, K., 302221Modern Control Engineering302222, 5th Ed., Prentice Hall India, EasternEconomy Edition, 2010.2. Kuo, B. C. and Golnaraghi, F., 302221Automatic Control Systems302222, 8th Ed., JohnWiley & Sons, 2003.3. D`Azzo, J. J. and Houpis, C. H., 302221Linear Control Systems Analysis and Design- Conventional and Modern302222, 4th Ed., McGraw-Hill, 1995.4. Nise, N.S., 302221Control Systems Engineering302222, 3rd Ed., John Wiley & Sons, 20. Franklin, G.F., David Powell, J. &Emami-Naeini, A., 302221Feedback Control ofDynamic Systems302222, 5th Ed., Pearson Prentice Hall, LPE, 2006.6. Gopal, M., 302221Control Systems 302226 Principles and Design302222, 3rd Ed., Tata McGraw-Hill, 2008.","Introduction: Control situations & control objectives, broad control tasks, open-loop and closed-loop control concept, various types of control structures, unity negative feedback control systems, basic control actions. Two-position Control Systems: On-off control concept and action of an ideal relay, 1st and 2nd order system on-off control, effect of hysteresis on the closed-loop control performance, relay modelling. System response: Response of higher order systems to standard and generic inputs in Laplace and time domains, concept of partial fractions. System Stability: Concept of system stability and connection with its response, asymptotic and bounded-input bounded-output stability, role of characteristic roots in stability, Routh’s criterion for absolute and relative stability analysis, including unknown parameter based stability. Proportional Control Systems: Proportional control action modelling, stability and response of proportional control systems, concept of root locus and its application to proportional control system analysis. Frequency Response: Concept of frequency domain and frequency response, response representation using bode, Nyquist and Nichol’s plots, closed-loop system analysis using frequency response attributes, Nyquist stability analysis. Closed-loop Response Attributes: Transient and steady-state response concept, tracking control task and closed-loop error constants, integral control option for tracking, transient response and role of derivative action. Closed-loop Response Control Elements: PI controllers and lag compensators for tracking control tasks, PD controllers and lead compensators for transient response control tasks, PID controllers and lag-lead compensators for complex control tasks. Design of Closed-loop Control Systems: Closed-loop performance specifications, gain and phase margins as design specifications, use of root locus, Bode plots, Nyquist plots and Nichol’s plots in closed-loop control design, design rules, methodologies and guidelines for different types of control tasks.",6.625,7.0,6.0,2.4509557131955644,6,15,0,0,14,16,17,6,8,0,6,0,0,0,0,0
AE 314,Aircraft Structures Laboratory,Krishnendu Haldar,L2,5.0,"Laboratory Manual, Aircraft Structures Lab., Dept. of Aerospace Engineering, IIT Bombay, 2007.","The aerospace structures laboratory includes experiments related to material aspects as well as structural mechanics. These experiments are largely based upon the syllabus covered in the courses on solid mechanics and aerospace structures. A couple of experiments on vibrations and structural dynamics are also included for exposure. The experiments in this laboratory course cover the following.Fabrication of fibre reinforced composite laminate; tension, compression, interlaminar shear, impact and hardness testing for determination of elastic moduli and strength of material; coefficient of thermal expansion; strain measurement; inverse methods for material property determination (Poisson`s ratio and Youngs Modulus) using measured static and dynamic structural response in conjunction with simple structural models; shear centre of open section thin-walled beam, displacement and strain distribution in bending and torsion of twin-walled open and closed section beams; Buckling of beams/plates; measurement of natural frequency, natural modes and modal damping of beams.",9.41891891891892,10.0,10.0,1.5080310737392646,52,17,0,0,1,1,0,1,1,0,1,0,0,0,0,0
AE 326,Vibrations and Structural Dynamics,Abhijit Gogulapati,9,6.0,"1. Meirovitch, L., Elements of Vibration Analysis, 3rd Ed. McGraw-Hill BookCo., 2001.2. Weaver, W., Timoshenko, S. P. and Young, D. H., Vibration Problems inEngineering, 5th Ed. John-Wiley and Sons, 1990.3. Clough, R.W. and Penzien, J., Dynamics of Structures, 2nd Ed. McGraw-Hill,1993.","Single degree of freedom system vibrations, Free and Forced Undamped and Damped Vibrations. Periodic and General Excitations: Duhamel Integral Approach. Introduction to Vibration Isolation. Discrete systems with multiple degrees of freedom, elastic and inertia coupling, Natural frequencies and modes, free vibration response, Orthogonality of natural modes, modal analysis, Forced vibration response, special and general cases of damping, matrix formulations, solution of the Eigen Value problem. Vibration of continuous systems, differential equations and boundary conditions, Free and forced longitudinal, flexural and torsional vibrations of one-dimensional structures, Elements of analytical dynamics, generalized coordinates, Principle of Virtual Work, Hamilton Principle, Lagrange equations, Applications. Modal analysis. Approximate methods based on Lagrange equation and assumed modes. Structural damping.",7.5256410256410255,8.0,8.0,2.124222448878886,9,10,0,0,35,9,9,2,0,0,4,0,0,0,0,0
AE 326-M,Vibrations and Structural Dynamics,Abhijit Gogulapati,9,6.0,"1. Meirovitch, L., Elements of Vibration Analysis, 3rd Ed. McGraw-Hill BookCo., 2001.2. Weaver, W., Timoshenko, S. P. and Young, D. H., Vibration Problems inEngineering, 5th Ed. John-Wiley and Sons, 1990.3. Clough, R.W. and Penzien, J., Dynamics of Structures, 2nd Ed. McGraw-Hill,1993.","Single degree of freedom system vibrations, Free and Forced Undamped and Damped Vibrations. Periodic and General Excitations: Duhamel Integral Approach. Introduction to Vibration Isolation. Discrete systems with multiple degrees of freedom, elastic and inertia coupling, Natural frequencies and modes, free vibration response, Orthogonality of natural modes, modal analysis, Forced vibration response, special and general cases of damping, matrix formulations, solution of the Eigen Value problem. Vibration of continuous systems, differential equations and boundary conditions, Free and forced longitudinal, flexural and torsional vibrations of one-dimensional structures, Elements of analytical dynamics, generalized coordinates, Principle of Virtual Work, Hamilton Principle, Lagrange equations, Applications. Modal analysis. Approximate methods based on Lagrange equation and assumed modes. Structural damping.",8.5,8.5,9.0,0.7071067811865476,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AE 330,Aerospace Propulsion,Kowsik V R Bodi,2,6.0,"1. Sutton, G. P., and Biblarz, O., Rocket Propulsion Elements, 7th Ed., WileyIndia Pvt. Ltd., 2010.2. Oates, G. C., Aerothermodynamics of Gas Turbine and Rocket Propulsion,AIAA, 19883. Barrere, M., Jaumotte, A., de Veubeke, B. F., Vendenkerchove, J., RocketPropulsion, Elsevier Publishing Company, Amsterdam, 1960.4. Mukunda H. S. Understanding Aerospace Chemical Propulsion, InterlinePublishing, Bangalore, 2004","Introduction, Various propulsive devices used for aerospace applications. Classifications of rockets: Electric, Nuclear and Chemical rockets, Applications of rockets. Nozzle design: Flow through nozzle, Real nozzle, Equilibrium and frozen flow, Adaptive and non-adaptive nozzles. Thrust vector controls, Rocket performance parameters. Solid propellant rockets, Grain compositions. Design of grain. Liquid propellant rockets, Injector design, cooling systems, Feed Systems: Pressure feed and turbo-pump feed system. Heat transfer problems in rocket engines.",7.37037037037037,8.0,9.0,2.2773034736528004,12,19,0,0,13,16,5,8,5,0,3,0,0,0,0,0
